id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4134,27,self-employed,single,tertiary,no,347,no,no,cellular,6,aug,385,4,-1,0,unknown,yes
4135,44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,-1,0,unknown,yes
4136,22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,yes
4137,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes
4138,30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102,2,success,yes
4139,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,yes
4140,32,technician,single,secondary,no,324,no,yes,cellular,23,feb,432,1,-1,0,unknown,yes
4141,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes
4142,41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,193,3,-1,0,unknown,yes
4143,62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,-1,0,unknown,yes
4144,28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,-1,0,unknown,yes
4145,77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes
4146,47,housemaid,married,secondary,no,2524,no,no,cellular,12,oct,105,1,-1,0,unknown,yes
4147,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
4148,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,unknown,yes
4149,28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
4150,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,yes
4151,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
4152,37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
4153,29,management,married,tertiary,no,51,yes,no,cellular,17,jul,1319,5,-1,0,unknown,yes
4154,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
4155,27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes
4156,23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure,yes
4157,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,yes
4158,40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure,yes
4159,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown,yes
4160,57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,yes
4161,28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
4162,35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success,yes
4163,35,blue-collar,married,secondary,no,1055,no,no,unknown,18,nov,150,2,-1,0,unknown,yes
4164,24,student,single,secondary,no,8165,no,no,cellular,15,sep,216,1,-1,0,unknown,yes
4165,36,technician,married,tertiary,no,376,no,no,cellular,16,sep,173,1,-1,0,unknown,yes
4166,66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes
4167,45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
4168,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
4169,45,housemaid,married,secondary,no,360,no,no,cellular,3,nov,215,1,-1,0,unknown,yes
4170,31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,-1,0,unknown,yes
4171,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
4172,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
4173,39,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180,1,-1,0,unknown,yes
4174,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,yes
4175,33,technician,single,tertiary,no,1393,yes,no,cellular,18,jul,1127,3,-1,0,unknown,yes
4176,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,4,-1,0,unknown,yes
4177,26,student,single,secondary,no,655,no,no,cellular,16,sep,190,1,-1,0,unknown,yes
4178,30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
4179,37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,-1,0,unknown,yes
4180,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
4181,39,management,married,secondary,no,215,no,no,cellular,11,aug,1141,4,-1,0,unknown,yes
4182,27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure,yes
4183,54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,yes
4184,54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown,yes
4185,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
4186,41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes
4187,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
4188,60,retired,married,secondary,no,1690,no,no,unknown,20,jun,1467,4,-1,0,unknown,yes
4189,60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193,1,412,1,other,yes
4190,36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260,2,success,yes
4191,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown,yes
4192,27,admin.,single,secondary,no,18188,yes,no,unknown,12,jun,541,17,-1,0,unknown,yes
4193,34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
4194,36,management,married,tertiary,no,1352,no,no,unknown,19,jun,2028,1,-1,0,unknown,yes
4195,32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown,yes
4196,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
4197,34,services,single,secondary,no,-374,yes,no,cellular,11,may,672,1,-1,0,unknown,yes
4198,25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,yes
4199,51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
4200,33,management,married,tertiary,no,1778,no,no,cellular,12,feb,388,1,-1,0,unknown,yes
4201,35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,yes
4202,55,housemaid,married,primary,no,0,yes,no,cellular,17,jul,1303,2,-1,0,unknown,yes
4203,61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,139,3,190,1,success,yes
4204,34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success,yes
4205,55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
4206,23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,-1,0,unknown,yes
4207,69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
4208,37,management,single,tertiary,no,22125,no,yes,cellular,21,nov,331,2,-1,0,unknown,yes
4209,49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,-1,0,unknown,yes
4210,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes
4211,39,technician,single,unknown,no,45248,yes,no,unknown,6,may,1623,1,-1,0,unknown,yes
4212,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
4213,32,technician,single,secondary,no,562,yes,no,unknown,30,may,722,3,-1,0,unknown,yes
4214,61,admin.,married,secondary,no,1046,yes,no,cellular,21,aug,158,1,-1,0,unknown,yes
4215,33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,-1,0,unknown,yes
4216,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,unknown,yes
4217,45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181,1,success,yes
4218,59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,-1,0,unknown,yes
4219,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350,2,success,yes
4220,18,student,single,unknown,no,3,no,no,cellular,25,aug,130,2,-1,0,unknown,yes
4221,27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,-1,0,unknown,yes
4222,32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,-1,0,unknown,yes
4223,50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
4224,30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,272,4,184,1,success,yes
4225,23,student,single,unknown,no,854,yes,no,unknown,28,may,664,2,-1,0,unknown,yes
4226,40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,2,-1,0,unknown,yes
4227,27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,yes
4228,35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
4229,53,admin.,divorced,unknown,no,257,no,no,cellular,11,jul,1310,2,-1,0,unknown,yes
4230,59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121,2,failure,yes
4231,37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,-1,0,unknown,yes
4232,24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93,6,other,yes
4233,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
4234,27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
4235,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
4236,30,management,single,tertiary,no,297,no,no,cellular,8,nov,188,1,-1,0,unknown,yes
4237,22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,-1,0,unknown,yes
4238,39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,-1,0,unknown,yes
4239,35,management,single,tertiary,no,471,no,no,cellular,5,jun,276,2,-1,0,unknown,yes
4240,61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,yes
4241,33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,yes
4242,42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,-1,0,unknown,yes
4243,30,admin.,single,tertiary,no,0,yes,no,cellular,4,feb,730,2,-1,0,unknown,yes
4244,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
4245,25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
4246,44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
4247,34,admin.,married,secondary,no,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
4248,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes
4249,61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,-1,0,unknown,yes
4250,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
4251,53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes
4252,46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
4253,52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
4254,56,management,married,tertiary,no,1390,yes,no,cellular,18,nov,543,1,-1,0,unknown,yes
4255,36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,-1,0,unknown,yes
4256,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,414,2,-1,0,unknown,yes
4257,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
4258,33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
4259,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
4260,54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,-1,0,unknown,yes
4261,50,management,married,secondary,no,1165,no,no,cellular,16,jul,455,1,-1,0,unknown,yes
4262,58,technician,married,secondary,no,99,no,no,telephone,22,sep,396,2,-1,0,unknown,yes
4263,33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,yes
4264,36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,yes
4265,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
4266,35,technician,single,tertiary,no,5301,no,no,cellular,21,nov,937,2,-1,0,unknown,yes
4267,35,management,single,tertiary,no,7918,no,no,cellular,7,sep,497,1,-1,0,unknown,yes
4268,34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,-1,0,unknown,yes
4269,45,management,married,tertiary,no,160,no,no,cellular,30,apr,619,1,-1,0,unknown,yes
4270,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
4271,45,unknown,married,tertiary,no,406,no,no,cellular,7,sep,314,1,-1,0,unknown,yes
4272,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure,yes
4273,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,yes
4274,60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,1,124,9,other,yes
4275,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
4276,25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,-1,0,unknown,yes
4277,48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success,yes
4278,28,admin.,single,secondary,no,762,no,no,cellular,18,sep,115,3,-1,0,unknown,yes
4279,55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273,1,failure,yes
4280,47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,-1,0,unknown,yes
4281,32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,-1,0,unknown,yes
4282,55,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,237,1,-1,0,unknown,yes
4283,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
4284,42,management,married,tertiary,no,1435,yes,no,cellular,7,may,1148,1,-1,0,unknown,yes
4285,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
4286,36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97,8,failure,yes
4287,64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,-1,0,unknown,yes
4288,34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92,6,success,yes
4289,72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64,12,failure,yes
4290,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes
4291,54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
4292,19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,yes
4293,33,admin.,married,secondary,no,920,no,no,cellular,30,apr,344,1,-1,0,unknown,yes
4294,36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,unknown,yes
4295,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
4296,42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
4297,24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown,yes
4298,28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,-1,0,unknown,yes
4299,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown,yes
4300,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,yes
4301,46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,-1,0,unknown,yes
4302,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes
4303,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,-1,0,unknown,yes
4304,32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191,2,success,yes
4305,46,blue-collar,married,secondary,no,1147,yes,no,cellular,20,apr,720,1,-1,0,unknown,yes
4306,29,management,single,tertiary,no,1170,no,no,cellular,20,apr,453,1,-1,0,unknown,yes
4307,30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,yes
4308,31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,97,6,success,yes
4309,31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,unknown,yes
4310,33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,-1,0,unknown,yes
4311,49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes
4312,30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,-1,0,unknown,yes
4313,29,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,1500,2,-1,0,unknown,yes
4314,44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown,yes
4315,34,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,924,1,-1,0,unknown,yes
4316,62,retired,married,secondary,no,569,no,no,cellular,4,feb,94,5,184,1,success,yes
4317,58,management,married,tertiary,no,473,no,no,cellular,18,feb,1109,1,262,1,success,yes
4318,60,management,married,tertiary,no,474,no,no,cellular,31,aug,415,5,186,3,other,yes
4319,62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,yes
4320,53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193,1,failure,yes
4321,32,management,single,tertiary,no,520,no,no,cellular,3,feb,443,2,-1,0,unknown,yes
4322,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,yes
4323,58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,-1,0,unknown,yes
4324,38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,2,-1,0,unknown,yes
4325,56,technician,married,secondary,no,23,no,no,cellular,20,nov,857,3,-1,0,unknown,yes
4326,52,management,married,tertiary,no,40,no,no,cellular,19,nov,1265,3,-1,0,unknown,yes
4327,45,management,married,tertiary,no,226,yes,no,cellular,13,aug,177,6,179,10,success,yes
4328,28,management,single,tertiary,no,939,yes,no,unknown,27,may,740,1,-1,0,unknown,yes
4329,29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes
4330,29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,1,-1,0,unknown,yes
4331,60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92,1,success,yes
4332,31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown,yes
4333,31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77,3,success,yes
4334,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown,yes
4335,25,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,1,-1,0,unknown,yes
4336,27,management,single,secondary,no,843,no,no,cellular,8,jan,187,1,-1,0,unknown,yes
4337,24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894,1,-1,0,unknown,yes
4338,39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes
4339,27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
4340,24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,may,935,1,-1,0,unknown,yes
4341,56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,-1,0,unknown,yes
4342,33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,yes
4343,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95,7,success,yes
4344,34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes
4345,45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,1,-1,0,unknown,yes
4346,35,management,married,tertiary,no,1731,no,no,cellular,31,jul,361,4,-1,0,unknown,yes
4347,52,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,8,-1,0,unknown,yes
4348,38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,yes
4349,23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes
4350,38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183,4,success,yes
4351,36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,-1,0,unknown,yes
4352,33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
4353,43,management,single,tertiary,no,2081,no,no,cellular,22,oct,554,3,-1,0,unknown,yes
4354,41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,-1,0,unknown,yes
4355,46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,-1,0,unknown,yes
4356,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown,yes
4357,40,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605,6,-1,0,unknown,yes
4358,33,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,763,1,-1,0,unknown,yes
4359,35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown,yes
4360,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,-1,0,unknown,yes
4361,28,student,single,secondary,no,1377,yes,no,cellular,14,may,688,2,-1,0,unknown,yes
4362,60,retired,married,secondary,no,523,no,no,cellular,13,aug,192,3,-1,0,unknown,yes
4363,47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,-1,0,unknown,yes
4364,35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes
4365,53,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102,3,-1,0,unknown,yes
4366,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
4367,46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,-1,0,unknown,yes
4368,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
4369,58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111,6,failure,yes
4370,34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes
4371,33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91,3,success,yes
4372,42,technician,single,unknown,no,11115,no,no,cellular,30,apr,328,1,-1,0,unknown,yes
4373,32,services,single,secondary,no,486,no,no,cellular,29,jan,1181,1,-1,0,unknown,yes
4374,47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,155,3,other,yes
4375,35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,1,-1,0,unknown,yes
4376,77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277,12,failure,yes
4377,62,retired,married,unknown,no,800,no,no,cellular,17,feb,737,1,-1,0,unknown,yes
4378,62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,1,-1,0,unknown,yes
4379,38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,-1,0,unknown,yes
4380,37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
4381,38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
4382,31,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,1,-1,0,unknown,yes
4383,38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
4384,31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,1,-1,0,unknown,yes
4385,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
4386,33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
4387,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
4388,28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other,yes
4389,67,retired,single,tertiary,no,2144,no,no,telephone,21,apr,847,2,-1,0,unknown,yes
4390,31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
4391,49,technician,married,tertiary,no,2611,no,no,cellular,20,apr,194,2,-1,0,unknown,yes
4392,53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown,yes
4393,31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,failure,yes
4394,60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,unknown,yes
4395,30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
4396,38,admin.,married,secondary,no,47,yes,no,cellular,4,may,288,5,-1,0,unknown,yes
4397,49,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,1,-1,0,unknown,yes
4398,40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
4399,34,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,2,-1,0,unknown,yes
4400,35,management,single,tertiary,no,3544,yes,no,cellular,8,jun,380,1,-1,0,unknown,yes
4401,33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,4,-1,0,unknown,yes
4402,34,management,single,unknown,no,6013,yes,no,cellular,18,may,612,1,-1,0,unknown,yes
4403,28,housemaid,single,tertiary,no,19,no,no,cellular,17,apr,149,1,-1,0,unknown,yes
4404,27,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701,2,-1,0,unknown,yes
4405,22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
4406,27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,yes
4407,34,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,1,-1,0,unknown,yes
4408,62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,134,2,184,1,success,yes
4409,36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,830,1,-1,0,unknown,yes
4410,47,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,349,1,-1,0,unknown,yes
4411,32,admin.,married,secondary,no,0,yes,no,cellular,30,apr,177,2,-1,0,unknown,yes
4412,33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261,1,345,1,failure,yes
4413,27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,2,97,7,success,yes
4414,35,management,married,tertiary,no,323,no,no,cellular,11,jan,261,2,-1,0,unknown,yes
4415,47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226,3,97,2,failure,yes
4416,57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865,2,-1,0,unknown,yes
4417,26,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,1,-1,0,unknown,yes
4418,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
4419,58,services,married,primary,no,2946,yes,no,cellular,14,may,467,1,-1,0,unknown,yes
4420,43,services,married,tertiary,no,4216,no,no,cellular,24,dec,150,2,195,2,success,yes
4421,49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure,yes
4422,34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
4423,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
4424,33,blue-collar,married,primary,no,5,yes,no,cellular,17,apr,1007,2,-1,0,unknown,yes
4425,25,student,single,secondary,no,4147,no,no,cellular,14,aug,211,3,-1,0,unknown,yes
